REFERÊNCIA;NOMEPRODUTO;CATEGORIA;ESTOQUE;PRECOATACADO;PRECODROPSHIPPING;STATUSPROMOCAO;MARCA;DESCRICAO;DIMENSAOCAIXACM;PESOGRAMAS;DATACADASTRO;REPOSICAOESTOQUE;URLPRODUTO;FOTOS
67014B;Sapato Scarpin;Sapato Scarpin;34,3|35,9|36,9|37,10|38,9|39,5;99.90;109.89;0;Torricella;Material: Napa Croco Antique Rose<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Rose e Taloneira Napa Bege<br />Enfeite: Strass Branco e Spike Cravo Prata<br />Salto: 9 cm de Altura Revestido em Verniz Rose<br />Solado de TR coletado na cor Bege.;28 x 20 x 9.5;600;08/10/2021;1;https://www.revendadecalcados.com.br/produto-7198.html;https://www.revendadecalcados.com.br/fma600/b5acc7d8e630c542b498d5c13128520e.jpg,https://www.revendadecalcados.com.br/fma600/1cbb21e6aec736810025e3f0283125f0.jpg,https://www.revendadecalcados.com.br/fma600/eccf4158608c2f61c86d50488ed22145.jpg,https://www.revendadecalcados.com.br/fma600/78191a5ff081dad64cab30e1939207c4.jpg,https://www.revendadecalcados.com.br/fma600/903fde9c86abca2009ad8bfecd09f2f3.jpg
67014A;Sapato Scarpin;Sapato Scarpin;34,5|35,10|36,10|37,10|38,10|39,4;99.90;109.89;0;Torricella;Material: Napa Croco Preto<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Preto e Taloneira Napa Preto<br />Enfeite: Strass Branco e Spike Cravo Prata<br />Salto: 9 cm de Altura Revestido em Verniz Preto<br />Solado de TR coletado na cor Preto.;28 x 20 x 9.5;600;08/10/2021;1;https://www.revendadecalcados.com.br/produto-7197.html;https://www.revendadecalcados.com.br/fma600/493a1ed4821f5d03b6b8271ded984276.jpg,https://www.revendadecalcados.com.br/fma600/6b6f80d3a4bee812b2c78bfb3b20ae77.jpg,https://www.revendadecalcados.com.br/fma600/409422c1171937803233e88e73a1fca3.jpg,https://www.revendadecalcados.com.br/fma600/ef793814d40d525d2a888bbd052dcf85.jpg,https://www.revendadecalcados.com.br/fma600/0267a6da4a642c564d64003362d4fef8.jpg
35.020A;Sand�lia Feminina;Sand�lias;34,2|35,3|36,5|37,6|38,4|39,2;89.90;98.89;0;Torricella;Material: Napa Lemon, Napa Pink e Napa Azul<br />Enfeite: Apliques de pir�mides em ABS na cor Ouro Light e Fivela de ajuste na cor Ouro Light<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Lemon e Taloneira Napa Bege<br />Salto: 7,5 cm de Altura Revestido em Napa Lemon<br />Solado de Micro cor Bege.;28 x 20 x 9.5;600;25/01/2022;1;https://www.revendadecalcados.com.br/produto-7489.html;https://www.revendadecalcados.com.br/fma600/721baaed9da217890cb45faef2c4aa6c.jpg,https://www.revendadecalcados.com.br/fma600/6be77fa7e2aa52d59d52198814216989.jpg,https://www.revendadecalcados.com.br/fma600/393c4a8952ae4a01ffc13c6c827615b1.jpg,https://www.revendadecalcados.com.br/fma600/da7b43ed1f2c5df9a7a763fd8549b7ac.jpg,https://www.revendadecalcados.com.br/fma600/7fed320aa0c5b4b7d446ff35820a547d.jpg
99.033B;Sand�lia Anabela Feminina;Anabela;34,3|35,5|36,10|37,9|38,8|39,1;89.90;98.89;0;Torricella;Material: Napa Rose<br />Enfeite: P�rolas em ABS na cor Branco<br />Palmilha: 4 mm de Espessura, Espuma em EVA, Revestida em Napa Rose e Taloneira Napa Bege<br />Plataforma: Traseiro / Salto com 12 cm de Altura, Frente 3 cm de altura Revestido em Tecido R�fia Trama na Cor Bege<br />Solado de TR na cor Bege.;29 x 22 x 10;700;10/12/2021;1;https://www.revendadecalcados.com.br/produto-7425.html;https://www.revendadecalcados.com.br/fma600/52fe28131b6292d6adc9ce2ebbe04731.jpg,https://www.revendadecalcados.com.br/fma600/c6165477bc8bb69c1a51458dbed8819e.jpg,https://www.revendadecalcados.com.br/fma600/f9fcaba5f296ffca10736c01859827b2.jpg,https://www.revendadecalcados.com.br/fma600/ceef053bab36d638de4acab4bff8d75f.jpg,https://www.revendadecalcados.com.br/fma600/0ced12ef85f3af40686e09d4b4c8de23.jpg
99.033A;Sand�lia Anabela Feminina;Anabela;34,2|35,9|36,10|37,10|38,9|39,3;89.90;98.89;0;Torricella;Material: Napa Preto<br />Enfeite: P�rolas em ABS na cor Branco<br />Palmilha: 4 mm de Espessura, Espuma em EVA, Revestida em Napa Preto e Taloneira Napa Bege<br />Plataforma: Traseiro / Salto com 12 cm de Altura, Frente 3 cm de altura Revestido em Tecido R�fia Trama na Cor Bege<br />Solado de TR na cor Preto.;29 x 22 x 10;700;10/12/2021;1;https://www.revendadecalcados.com.br/produto-7424.html;https://www.revendadecalcados.com.br/fma600/fbb99e7347b74d18858f37898126196b.jpg,https://www.revendadecalcados.com.br/fma600/07edb896fe59cd7ca42abbd311e6d955.jpg,https://www.revendadecalcados.com.br/fma600/4bbfa292b6e22c0ba585c6cfe18ba027.jpg,https://www.revendadecalcados.com.br/fma600/a2298bd17f468d64e8f9633bd03764de.jpg,https://www.revendadecalcados.com.br/fma600/c9f62fd1b76d98f93f6b1244d3589858.jpg
99.031B;Sand�lia Anabela Feminina;Anabela;34,0|35,2|36,8|37,6|38,2|39,0;89.90;98.89;0;Torricella;Material: Napa Branco<br />Enfeite: Fivela grande de metal com passante na cor Dourado, Ilh�s na cor Dourado e Tran�as em Napa Branco<br />Palmilha: 4 mm de Espessura, Espuma em EVA, Revestida em Napa Branco e Taloneira Napa Bege<br />Plataforma: Traseiro / Salto com 12 cm de Altura, Frente 3 cm de altura Revestido em Corda na Cor Bege<br />Solado de TR na cor Bege.;29 x 22 x 10;700;10/12/2021;1;https://www.revendadecalcados.com.br/produto-7423.html;https://www.revendadecalcados.com.br/fma600/a5e5122224c9af5dd346ca56824a3028.jpg,https://www.revendadecalcados.com.br/fma600/e91b76b6f95211d5e3283ae0e0327d42.jpg,https://www.revendadecalcados.com.br/fma600/abb0382e160947b9e2c2c512ab10a513.jpg,https://www.revendadecalcados.com.br/fma600/6d6544b403cdbd04217e6ddaf8593899.jpg,https://www.revendadecalcados.com.br/fma600/4110195fffc98451ab845d766529660b.jpg
99.031A;Sand�lia Anabela Feminina;Anabela;34,2|35,4|36,7|37,4|38,8|39,5;89.90;98.89;0;Torricella;Material: Napa Caramelo / Tecido Jeans Azul<br />Enfeite: Fivela grande de metal com passante na cor Dourado, Ilh�s na cor Dourado e Tran�as em Napa Caramelo<br />Palmilha: 4 mm de Espessura, Espuma em EVA, Revestida em Napa Caramelo e Taloneira Napa Bege<br />Plataforma: Traseiro / Salto com 12 cm de Altura, Frente 3 cm de altura Revestido em Corda na Cor Bege<br />Solado de TR na cor Bege.;29 x 22 x 10;700;10/12/2021;1;https://www.revendadecalcados.com.br/produto-7422.html;https://www.revendadecalcados.com.br/fma600/98fae897c87e8795f5e88e3434e30565.jpg,https://www.revendadecalcados.com.br/fma600/2caafde6f55ffba1c0c5212cfc99da72.jpg,https://www.revendadecalcados.com.br/fma600/cef8794b898ca7863bc02db484b61cd5.jpg,https://www.revendadecalcados.com.br/fma600/0bcfc6e934fb98295e3fb2a5a269b401.jpg,https://www.revendadecalcados.com.br/fma600/7c8a6e28f26589f975f0bda2ff3221bd.jpg
99.029A;Sand�lia Anabela Feminina;Anabela;34,0|35,0|36,0|37,0|38,0|39,0;89.90;98.89;0;Torricella;Material: Napa Pink / Napa Verde / Napa Azul / Napa Branco<br />Enfeite: Tiras com La�os tipo N�s<br />Palmilha: 4 mm de Espessura, Espuma em EVA, Revestida em Napa Branco e Taloneira Napa Bege<br />Plataforma: Traseiro / Salto com 12 cm de Altura, Frente 3 cm de altura Revestido em Tecido R�fia Trama na Cor Bege<br />Solado de TR na cor Bege.;29 x 22 x 10;700;10/12/2021;1;https://www.revendadecalcados.com.br/produto-7421.html;https://www.revendadecalcados.com.br/fma600/30a28a5aea33b00512f6030acbc3d700.jpg,https://www.revendadecalcados.com.br/fma600/883003a46e57bdb0f19e7836fe2dfd86.jpg,https://www.revendadecalcados.com.br/fma600/fb5b05ed96f7181228def05ba6053287.jpg,https://www.revendadecalcados.com.br/fma600/c0354724af4b5f9112942e619c2f2862.jpg,https://www.revendadecalcados.com.br/fma600/4e9c2f5f75d7a935d461e83037cd7b95.jpg
65054D;Sapato Scarpin;Sapato Scarpin;34,4|35,10|36,10|37,10|38,10|39,6;89.90;98.89;0;Torricella;Material: Napa Rosa / Napa Verde / Napa Azul<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Azul e Taloneira Napa Bege<br />Enfeite: Pir�mide Dourado<br />Salto: 9 cm de Altura Revestido em Napa Azul<br />Solado de TR coletado na cor Bege.;28 x 20 x 9.5;600;08/10/2021;1;https://www.revendadecalcados.com.br/produto-7202.html;https://www.revendadecalcados.com.br/fma600/f0eb8996810660980c80702a50ad18a8.jpg,https://www.revendadecalcados.com.br/fma600/7d3d6928c62d734eb31e9f51aaee3f69.jpg,https://www.revendadecalcados.com.br/fma600/3c02efc4090c800d74c055ec91153c69.jpg,https://www.revendadecalcados.com.br/fma600/5bc938d5dfee35c94b6e53ddeb0c72c6.jpg,https://www.revendadecalcados.com.br/fma600/94535afe61176ba694814d6865b8d485.jpg
65054C;Sapato Scarpin;Sapato Scarpin;34,2|35,6|36,10|37,10|38,8|39,2;89.90;98.89;0;Torricella;Material: Verniz Off White<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Off White e Taloneira Napa Bege<br />Enfeite: Pir�mide Branco<br />Salto: 9 cm de Altura Revestido em Verniz Off White<br />Solado de TR coletado na cor Bege.;28 x 20 x 9.5;600;08/10/2021;1;https://www.revendadecalcados.com.br/produto-7201.html;https://www.revendadecalcados.com.br/fma600/e5fb5c07dbf9b67dec613662442a0094.jpg,https://www.revendadecalcados.com.br/fma600/7073c64cf43022870ba2fa85750170d0.jpg,https://www.revendadecalcados.com.br/fma600/9de32054c07282f4d343dc3598abe15d.jpg,https://www.revendadecalcados.com.br/fma600/ef6c24992926286482f55c2e3752840f.jpg,https://www.revendadecalcados.com.br/fma600/dccb2db310e3a3a2c6f738cfd9d1b628.jpg
65054B;Sapato Scarpin;Sapato Scarpin;34,4|35,10|36,10|37,10|38,10|39,7;89.90;98.89;0;Torricella;Material: Verniz Rose<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Rose e Taloneira Napa Bege<br />Enfeite: Pir�mide Rose<br />Salto: 9 cm de Altura Revestido em Verniz Rose<br />Solado de TR coletado na cor Bege.;28 x 20 x 9.5;600;08/10/2021;1;https://www.revendadecalcados.com.br/produto-7200.html;https://www.revendadecalcados.com.br/fma600/d38d482a00cbbd3fef0e5df51b0623ae.jpg,https://www.revendadecalcados.com.br/fma600/0b8adcb83e3a2142b04221958d9507ac.jpg,https://www.revendadecalcados.com.br/fma600/375f51f1e1848a9374d4a5f0d7a3e325.jpg,https://www.revendadecalcados.com.br/fma600/72e2b64a34fc6e040e4453aca7470298.jpg,https://www.revendadecalcados.com.br/fma600/27e6e75fb4dba58567a016875ca26117.jpg
65054A;Sapato Scarpin;Sapato Scarpin;34,2|35,7|36,6|37,5|38,6|39,0;89.90;98.89;0;Torricella;Material: Verniz Preto<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Preto e Taloneira Napa Bege<br />Enfeite: Pir�mide Preto<br />Salto: 9 cm de Altura Revestido em Verniz Preto<br />Solado de TR coletado na cor Preto.;28 x 20 x 9.5;600;08/10/2021;1;https://www.revendadecalcados.com.br/produto-7199.html;https://www.revendadecalcados.com.br/fma600/1be3874e3cbcfa8d8f81692a2ba799a3.jpg,https://www.revendadecalcados.com.br/fma600/5a0d3fcb4eb20ff8eb5ca2234a67b6c7.jpg,https://www.revendadecalcados.com.br/fma600/7995c41bb20e1ac68fac216d0f3a6cf7.jpg,https://www.revendadecalcados.com.br/fma600/8166b3e6181b03634b74b4d8df94d6ed.jpg,https://www.revendadecalcados.com.br/fma600/0ce3881d136ca3fb0371588ec5e7c4f0.jpg
65066A;Sapato Scarpin;Sapato Scarpin;34,7|35,10|36,10|37,10|38,8|39,4;89.90;98.89;0;Torricella;Material: Verniz Metalizado Specchio Ouro Light e Vinil<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Metalizado Speechio Ouro Light e Taloneira Napa Bege<br />Enfeite: Apliques na cor Dourado<br />Salto: 9 cm de Altura Revestido em Metalizado Speechio Ouro Light<br />Solado de TR na cor Bege.;28 x 20 x 9.5;600;26/04/2021;1;https://www.revendadecalcados.com.br/produto-7031.html;https://www.revendadecalcados.com.br/fma600/5afbebfd7c49ac49d6a39cca73ae5010.jpg,https://www.revendadecalcados.com.br/fma600/e8a442b5b7810a555c1a9dcb4064623e.jpg,https://www.revendadecalcados.com.br/fma600/7f1793d0e9d25e2e2e557eecd2771e1e.jpg,https://www.revendadecalcados.com.br/fma600/617317a067781848e74151c1e7a7ff10.jpg,https://www.revendadecalcados.com.br/fma600/0cef4089b89f849312fe40a2dd2500f3.jpg
SC008B;Sapato Scarpin;Sapato Scarpin;34,0|35,7|36,10|37,4|38,6|39,3;79.90;87.89;0;Torricella;Material: Napa Cobra Multicolorido / Verniz Preto<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Preto e Taloneira Napa Bege<br />Forro: Napa Bege<br />Salto: Fino com 9,5 cm de Altura e Revestido em Napa Cobra Multicolorido<br />Solado de Micro na cor Preto.;28 x 20 x 9.5;600;12/11/2021;1;https://www.revendadecalcados.com.br/produto-7335.html;https://www.revendadecalcados.com.br/fma600/474ce0719f8880f931413a7568b3417c.jpg,https://www.revendadecalcados.com.br/fma600/e7ff61ae9900338f74e377f4016de1cd.jpg,https://www.revendadecalcados.com.br/fma600/efb76a02aede0286f71d01dea042fbed.jpg,https://www.revendadecalcados.com.br/fma600/02940662b28d1e3c3fc8c956613716a8.jpg,https://www.revendadecalcados.com.br/fma600/7a81cdc848d1484800158fea3a09cc9e.jpg
SL003E;T�nis Feminino;T�nis;34,4|35,1|36,3|37,5|38,5|39,0;79.90;87.89;0;Torricella;Material: Tecido Lona Preto<br />Enfeite: Apliques em Hotfix Prata / Mini Pir�mides Branco e el�stico branco<br />Palmilha: 4 mm de Espessura na cor Bege<br />Forro: Cacharrel, material espumado para maior conforto, na cor Bege<br />Salto / Solado: 4 cm de Altura, PVC Flex�vel com antiderrapante na cor branco e detalhe pintado na cor Preto.;28 x 20 x 9.5;600;09/11/2021;1;https://www.revendadecalcados.com.br/produto-7281.html;https://www.revendadecalcados.com.br/fma600/f1d820a6787a78400c16e3399512ed8b.jpg,https://www.revendadecalcados.com.br/fma600/61f3f3cd74bb5c4b6b4c64896522749f.jpg,https://www.revendadecalcados.com.br/fma600/e6cfd36083fae23b7f7be8d2df52a434.jpg,https://www.revendadecalcados.com.br/fma600/97744a539459c4b9cbbfdfb196afa2ae.jpg,https://www.revendadecalcados.com.br/fma600/5590d0f49ba5d1e60b2885fc4cc1803d.jpg
66058H;Sapato Scarpin;Sapato Scarpin;34,0|35,2|36,7|37,3|38,0|39,0;79.90;87.89;0;Torricella;Material: Verniz Metalizado Specchio Ouro Light<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Metalizado Speechio Ouro Light e Taloneira Napa Bege<br />Enfeite: P�rola em ABS<br />Salto: 9 cm de Altura Revestido em Metalizado Speechio Ouro Light<br />Solado de Micro na cor Bege.;28 x 20 x 9.5;600;10/08/2021;1;https://www.revendadecalcados.com.br/produto-7153.html;https://www.revendadecalcados.com.br/fma600/e43d2d41a370f44b95a22fe110fa39a0.jpg,https://www.revendadecalcados.com.br/fma600/b7cec9ef7cb2ef9ea25c3974d137b103.jpg,https://www.revendadecalcados.com.br/fma600/cbcb0d1bde2fa084e10f4b955de6deec.jpg,https://www.revendadecalcados.com.br/fma600/7f963cafc60bbf40aa9ecbcdf61cccb9.jpg,https://www.revendadecalcados.com.br/fma600/607dbd025e22f1521c24cd5011493220.jpg,https://www.revendadecalcados.com.br/fma600/810672d9bf1751adc049e1d6899d25cf.png
66090;Sapato Scarpin;Sapato Scarpin;34,5|35,10|36,10|37,10|38,10|39,9;79.90;87.89;0;Torricella;Material: Napa Azul, Napa Rosa e Tela Branco<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Rosa e Taloneira Napa Bege<br />Enfeite: Fivela de Ajuste na cor Dourado e Tiras em n�s em Napa Branco<br />Salto: 9 cm de Altura Revestido em Napa Azul<br />Solado de TR na cor Bege.;28 x 20 x 9.5;600;26/04/2021;1;https://www.revendadecalcados.com.br/produto-7036.html;https://www.revendadecalcados.com.br/fma600/5665359b3405ea9e260eadf6662a04d7.jpg,https://www.revendadecalcados.com.br/fma600/a05a1b199cc4a9e99d02a8a1c083ff11.jpg,https://www.revendadecalcados.com.br/fma600/78c11f2643ac77e30fbf9779f6a17cf6.jpg,https://www.revendadecalcados.com.br/fma600/1eb2e4e0d587555ea33cc8cf9f5483ab.jpg,https://www.revendadecalcados.com.br/fma600/7471897858c79ec35b20af6a563fe255.jpg
66058F;Sapato Scarpin;Sapato Scarpin;34,0|35,0|36,0|37,0|38,10|39,1;79.90;87.89;0;Torricella;Material: Verniz Vermelho<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Vermelho e Taloneira Napa Bege<br />Enfeite: Perola em ABS<br />Salto: 9 cm de Altura Revestido em Verniz Vermelho<br />Solado de TR na cor Bege.;28 x 20 x 9.5;600;02/02/2021;1;https://www.revendadecalcados.com.br/produto-6938.html;https://www.revendadecalcados.com.br/fma600/509a2eb95122565a45a4350378861d60.jpg,https://www.revendadecalcados.com.br/fma600/ee116ba06cc2fff5c9c53e7469910641.jpg,https://www.revendadecalcados.com.br/fma600/b96be715f9dce8fbfc0e6beb2160a69c.jpg,https://www.revendadecalcados.com.br/fma600/56e177bf2aa39bcffd5bf5bb19001e42.jpg,https://www.revendadecalcados.com.br/fma600/94a784c7364e6b006d3cd71024494c89.jpg,https://www.revendadecalcados.com.br/fma600/8e433d48f5ffb9d52e48a538b34a7b19.jpg
66058G;Sapato Scarpin;Sapato Scarpin;34,10|35,10|36,10|37,10|38,10|39,10;79.90;87.89;0;Torricella;Material: Verniz Off White<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Off White e Taloneira Napa Bege<br />Enfeite: Perola em ABS<br />Salto: 9 cm de Altura Revestido em Verniz Off White<br />Solado de TR na cor Bege.;28 x 20 x 9.5;600;02/02/2021;1;https://www.revendadecalcados.com.br/produto-6937.html;https://www.revendadecalcados.com.br/fma600/1b1c4af02229d6b41f1f40c7468b6402.jpg,https://www.revendadecalcados.com.br/fma600/c5adca9aa8f9daade2b10bcaca5dc128.jpg,https://www.revendadecalcados.com.br/fma600/cae1431fe90c3e731727a4668f247cf5.jpg,https://www.revendadecalcados.com.br/fma600/20ef16cdc4bcf595b04c593e2c07506f.jpg,https://www.revendadecalcados.com.br/fma600/a74928bf0c9012b804459b41efdfa73a.jpg,https://www.revendadecalcados.com.br/fma600/0c06973c9c1bd29c12dac269e33fe13a.jpg
66058D;Sapato Scarpin;Sapato Scarpin;34,1|35,10|36,10|37,10|38,10|39,10;79.90;87.89;0;Torricella;Material: Verniz Azul<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Azul e Taloneira Napa Bege<br />Enfeite: Perola em ABS<br />Salto: 9 cm de Altura Revestido em Verniz Azul<br />Solado de TR na cor Bege.;28 x 20 x 9.5;600;02/02/2021;1;https://www.revendadecalcados.com.br/produto-6936.html;https://www.revendadecalcados.com.br/fma600/4468553e3089830116bbc66c2fe6dcdb.jpg,https://www.revendadecalcados.com.br/fma600/dc47f445a0526aace1f05316cad7a41b.jpg,https://www.revendadecalcados.com.br/fma600/7c1e704e22e09f26445a249080d9d020.jpg,https://www.revendadecalcados.com.br/fma600/6b4ff797b6f7ba6bb7272b4e6665f58b.jpg,https://www.revendadecalcados.com.br/fma600/dc5322e192c6fbbbf9ff44e34dfc4d70.jpg,https://www.revendadecalcados.com.br/fma600/c79771cee8b18d9b20326f616e219bc9.jpg
66058E;Sapato Scarpin;Sapato Scarpin;34,0|35,10|36,0|37,6|38,9|39,0;79.90;87.89;0;Torricella;Material: Verniz Amarelo<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Amarelo e Taloneira Napa Bege<br />Enfeite: Perola em ABS<br />Salto: 9 cm de Altura Revestido em Verniz Amarelo<br />Solado de TR na cor Bege.;28 x 20 x 9.5;600;02/02/2021;1;https://www.revendadecalcados.com.br/produto-6935.html;https://www.revendadecalcados.com.br/fma600/f074d4112af3a1e4a9f9116c9ec612ba.jpg,https://www.revendadecalcados.com.br/fma600/16325b75f1696faf275f13acd845d43e.jpg,https://www.revendadecalcados.com.br/fma600/6f2cfb93ad6f182c960ecb4cb6c63a1e.jpg,https://www.revendadecalcados.com.br/fma600/62b6b82c7f0fdabdb915292003eb757f.jpg,https://www.revendadecalcados.com.br/fma600/bfb137e904020910543e17ab0b863c97.jpg
66082B;Sapato Scarpin;Sapato Scarpin;34,10|35,10|36,10|37,10|38,10|39,10;79.90;87.89;0;Torricella;Material: Napa Preto / Nobuck Preto / Metalizado Speechio Ouro Light<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Preto e Taloneira Napa Bege<br />Enfeite: Tiras em Metalizado Specchio Ouro Light<br />Salto: 9 cm de Altura Revestido em Napa Preto<br />Solado de Micro na cor Preto.;28 x 20 x 9.5;600;27/10/2020;1;https://www.revendadecalcados.com.br/produto-6675.html;https://www.revendadecalcados.com.br/fma600/a69e7f157ac9bcb4a56c8f8064b55a86.jpg,https://www.revendadecalcados.com.br/fma600/fc785d96e1f2bb6913a59c518e77875a.jpg,https://www.revendadecalcados.com.br/fma600/72544dc732ccd31f797fa07118256f14.jpg,https://www.revendadecalcados.com.br/fma600/11366dbd1f9edf2d347a17794dc5ccfa.jpg,https://www.revendadecalcados.com.br/fma600/13dc75358cb201156fe9990d5426bcc3.jpg
66082A;Sapato Scarpin;Sapato Scarpin;34,10|35,10|36,10|37,10|38,10|39,10;79.90;87.89;0;Torricella;Material: Napa Branco / Napa Ros� / Metalizado Specchio Ros�<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Ros� e Taloneira Napa Bege<br />Enfeite: Tiras em Metalizado Specchio Ros�<br />Salto: 9 cm de Altura Revestido em Napa Ros�<br />Solado de Micro na cor Bege.;28 x 20 x 9.5;600;27/10/2020;1;https://www.revendadecalcados.com.br/produto-6674.html;https://www.revendadecalcados.com.br/fma600/05bc4f9806fe83e2860a368530927228.jpg,https://www.revendadecalcados.com.br/fma600/00864a4318df6a1169affb96a97a7f27.jpg,https://www.revendadecalcados.com.br/fma600/047d24d59f786abca9beb99a346cdc8c.jpg,https://www.revendadecalcados.com.br/fma600/a2f1dd60f1bbba9db69a329667ff5f51.jpg,https://www.revendadecalcados.com.br/fma600/5a72f05b99f28bb52c34442a421bc357.jpg
66058C;Sapato Scarpin;Sapato Scarpin;34,10|35,10|36,10|37,10|38,10|39,10;79.90;87.89;0;Torricella;Material: Verniz Preto<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Preto e Taloneira Napa Bege<br />Enfeite: Perola em ABS<br />Salto: 9 cm de Altura Revestido em Verniz Preto<br />Solado de TR na cor Preto.;28 x 20 x 9.5;600;14/08/2020;1;https://www.revendadecalcados.com.br/produto-6460.html;https://www.revendadecalcados.com.br/fma600/b664d87846e83526324b8e1a8d690e16.jpg,https://www.revendadecalcados.com.br/fma600/416671bad8d0a8aa9079a9be038a1f5b.jpg,https://www.revendadecalcados.com.br/fma600/b1c44454232f23dfb2dddfb8dd1584ab.jpg,https://www.revendadecalcados.com.br/fma600/890a430ccbd4e64989882d1feb804ac5.jpg,https://www.revendadecalcados.com.br/fma600/9eaea7b8ab3d4e391b5a642d89ebcc6b.jpg
66058B;Sapato Scarpin;Sapato Scarpin;34,10|35,10|36,10|37,10|38,10|39,10;79.90;87.89;0;Torricella;Material: Verniz Rose<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Rose e Taloneira Napa Bege<br />Enfeite: Perola em ABS<br />Salto: 9 cm de Altura Revestido em Verniz Rose<br />Solado de TR na cor Bege.;28 x 20 x 9.5;600;14/08/2020;1;https://www.revendadecalcados.com.br/produto-6459.html;https://www.revendadecalcados.com.br/fma600/052cbd83ad11547fc296bd64cb813c22.jpg,https://www.revendadecalcados.com.br/fma600/7f02723e7f07ce6504c8b317566d4d76.jpg,https://www.revendadecalcados.com.br/fma600/dbbd12ac775971727aa5bfc778d8f6d9.jpg,https://www.revendadecalcados.com.br/fma600/8b9da97f04bf7204052a2100f7db5d56.jpg,https://www.revendadecalcados.com.br/fma600/0dbaff53fe5c25d0fab1e7c6d7030be8.jpg
