REFERÊNCIA;NOMEPRODUTO;CATEGORIA;ESTOQUE;PRECOATACADO;PRECODROPSHIPPING;STATUSPROMOCAO;MARCA;DESCRICAO;DIMENSAOCAIXACM;PESOGRAMAS;DATACADASTRO;REPOSICAOESTOQUE;URLPRODUTO;FOTOS
82008P;Bolsa Feminina;Bolsas;�nico,5;89.90;98.89;0;Sem Marca;- Material Napa Preto<br />- Al�a transversal e de m�o na cor Napa Preto<br />- Bolso interno e Divis�es<br />- Z�per em Metal na cor N�quel<br />- Dimens�es: 26 cm (altura) X 29 cm (comprimento) x 10 cm (largura)<br />- Peso Embalado: 900 gramas (aproxim;26 x 29 x 10;900;18/12/2020;0;https://www.revendadecalcados.com.br/produto-6852.html;https://www.revendadecalcados.com.br/fma600/61479a4e44f2be3bc30a0d2dfacc8b20.jpg,https://www.revendadecalcados.com.br/fma600/a85c581874504bc7c33defd635b56154.jpg,https://www.revendadecalcados.com.br/fma600/3877e9c838f6b550ba28289427469544.jpg
90028K;Bolsa Feminina;Bolsas;�nico,3;86.90;95.59;0;Sem Marca;- Material Napa Bege Escuro<br />- Al�a de m�o e transversal (remov�vel)<br />- Bolso interno e externo com z�per<br />- Z�per Metal na cor Dourado<br />- Dimens�es: 18 cm (altura) X 30 cm (comprimento) x 10 cm (largura)<br />- Peso Embalado: 700 gramas (;18 x 30 x 10;700;11/11/2021;0;https://www.revendadecalcados.com.br/produto-7316.html;https://www.revendadecalcados.com.br/fma600/103b89aabd6dc1cc735a721f6b54600d.jpg,https://www.revendadecalcados.com.br/fma600/92d268536ace4dd8740272589a3497d0.jpg,https://www.revendadecalcados.com.br/fma600/f61bfb4ec2a8fd9414d88acdccb86bb1.jpg
98012M;Bolsa Feminina;Bolsas;�nico,3;84.90;93.39;0;Sem Marca;- Material Napa Marrom<br />- Al�a de m�o e transversal (remov�vel)<br />- Bolso interno com z�per<br />- Z�per Metal na cor Dourado<br />- Dimens�es: 22 cm (altura) X 16 cm (comprimento) x 9 cm (largura)<br />- Peso Embalado: 700 gramas (aproximadamente);22 x 16 x 9;700;11/11/2021;0;https://www.revendadecalcados.com.br/produto-7312.html;https://www.revendadecalcados.com.br/fma600/e95d666e5f240404e7116c29608ff4e8.jpg,https://www.revendadecalcados.com.br/fma600/e58df0d7bf053ac66ee1ca659169da80.jpg,https://www.revendadecalcados.com.br/fma600/ec7aa75d55957ff15958cb1dbc7c16b0.jpg
98012C;Bolsa Feminina;Bolsas;�nico,3;84.90;93.39;0;Sem Marca;- Material Napa Caramelo<br />- Al�a de m�o e transversal (remov�vel)<br />- Bolso interno com z�per<br />- Z�per Metal na cor Dourado<br />- Dimens�es: 22 cm (altura) X 16 cm (comprimento) x 9 cm (largura)<br />- Peso Embalado: 700 gramas (aproximadament;22 x 16 x 9;700;11/11/2021;0;https://www.revendadecalcados.com.br/produto-7309.html;https://www.revendadecalcados.com.br/fma600/84d7dd4b743edc027c27272c30b5b55f.jpg,https://www.revendadecalcados.com.br/fma600/cdbac0b4c4b559f2e0dc03c689bba81b.jpg,https://www.revendadecalcados.com.br/fma600/22a0d70746478602227e7e1bd7cfdd58.jpg
83008K;Bolsa Feminina;Bolsas;�nico,3;79.90;87.89;0;Sem Marca;- Material Napa Bege<br />- Al�a transversal<br />- Bolso interno e externo com z�per<br />- Z�per Metal na cor Dourado<br />- Dimens�es: 18 cm (altura) X 24 cm (comprimento) x 10 cm (largura)<br />- Peso Embalado: 650 gramas (aproximadamente)<br /><br />;18 x 24 x 10;650;11/11/2021;0;https://www.revendadecalcados.com.br/produto-7314.html;https://www.revendadecalcados.com.br/fma600/5e32b7074544d8d19ac3c3ce54e5056e.jpg,https://www.revendadecalcados.com.br/fma600/a06332ca19b62bf2b9f861d3e03a22ca.jpg,https://www.revendadecalcados.com.br/fma600/62c16d5c0dc2aa1f01d2e38d9768d3ca.jpg
83008N;Bolsa Feminina;Bolsas;�nico,2;79.90;87.89;0;Sem Marca;- Material Napa Rose<br />- Al�a transversal<br />- Bolso interno e externo com z�per<br />- Z�per Metal na cor Dourado<br />- Dimens�es: 18 cm (altura) X 24 cm (comprimento) x 10 cm (largura)<br />- Peso Embalado: 650 gramas (aproximadamente)<br /><br />;18 x 24 x 10;650;11/11/2021;0;https://www.revendadecalcados.com.br/produto-7313.html;https://www.revendadecalcados.com.br/fma600/8ffbfc2b564c03a45a4229865f127391.jpg,https://www.revendadecalcados.com.br/fma600/23d7fb9da9fd6445ac03b2d7c936688e.jpg,https://www.revendadecalcados.com.br/fma600/da50c76f46af57b5c03c9fc9ad521555.jpg
90024K;Bolsa Feminina;Bolsas;�nico,5;79.90;87.89;0;Sem Marca;- Material Napa Bege<br />- Al�a de m�o e transversal (remov�vel)<br />- Bolso interno com z�per<br />- Z�per Metal na cor Dourado<br />- Dimens�es: 29 cm (altura) X 31 cm (comprimento) x 10 cm (largura)<br />- Peso Embalado: 650 gramas (aproximadamente)<;29 x 31 x 10;650;11/11/2021;0;https://www.revendadecalcados.com.br/produto-7304.html;https://www.revendadecalcados.com.br/fma600/dc5403a58da8a3a343f6d3934de797c9.jpg,https://www.revendadecalcados.com.br/fma600/55d846155c5e296889d7b5aaf1431d34.jpg,https://www.revendadecalcados.com.br/fma600/2af034c9163102f069c2d91b62b06dc2.jpg
90024C;Bolsa Feminina;Bolsas;�nico,7;79.90;87.89;0;Sem Marca;- Material Napa Caramelo<br />- Al�a de m�o e transversal (remov�vel)<br />- Bolso interno com z�per<br />- Z�per Metal na cor Dourado<br />- Dimens�es: 29 cm (altura) X 31 cm (comprimento) x 10 cm (largura)<br />- Peso Embalado: 650 gramas (aproximadamen;29 x 31 x 10;650;11/11/2021;0;https://www.revendadecalcados.com.br/produto-7303.html;https://www.revendadecalcados.com.br/fma600/0a6641ae6b41d0ce75971f9be9d177a9.jpg,https://www.revendadecalcados.com.br/fma600/1b782796a3bbbd806635be10ef940a2f.jpg,https://www.revendadecalcados.com.br/fma600/5ece9aaab05fbb2856a979f7e9a32314.jpg
84023C;Bolsa Feminina;Bolsas;�nico,4;79.90;87.89;0;Sem Marca;- Material Napa Caramelo<br />- Al�a transversal em Napa Caramelo<br />- Bolso interno e Divis�es<br />- Z�per em Metal na cor Dourado<br />- Dimens�es: 14 cm (altura) X 26 cm (comprimento) x 6 cm (largura)<br />- Peso Embalado: 700 gramas (aproximadament;14 x 26 x 6;700;18/12/2020;0;https://www.revendadecalcados.com.br/produto-6840.html;https://www.revendadecalcados.com.br/fma600/8403ada24be7c6d84ed1ca0cb333ae25.jpg,https://www.revendadecalcados.com.br/fma600/374b5e7d74abb3daf45839c4d04baa64.jpg,https://www.revendadecalcados.com.br/fma600/52477823a1b5921a3a53627a2e5c4e35.jpg,https://www.revendadecalcados.com.br/fma600/8f40f16a91858b3e019f84a52237081a.jpg
88101K;Bolsa Feminina;Bolsas;�nico,1;79.90;87.89;0;Sem Marca;- Material Napa Rose<br />- Al�a transversal e de m�o<br />- Bolso interno <br />- Metal na cor Dourado<br />- Dimens�es: 15 cm (altura) X 18 cm (comprimento) x 7 cm (largura)<br />- Peso Embalado: 600 gramas (aproximadamente);15 x 18 x 7;600;18/12/2020;0;https://www.revendadecalcados.com.br/produto-6832.html;https://www.revendadecalcados.com.br/fma600/c79b155614c3cfec1a5c2cd5246b6a29.jpg,https://www.revendadecalcados.com.br/fma600/04d74998698b1783ffd227e068594f8d.jpg,https://www.revendadecalcados.com.br/fma600/d1decf22ec099b710ea15e4ce36539cf.jpg
88101C;Bolsa Feminina;Bolsas;�nico,7;79.90;87.89;0;Sem Marca;- Material Napa Caramelo<br />- Al�a transversal e de m�o<br />- Bolso interno <br />- Metal na cor Dourado<br />- Dimens�es: 15 cm (altura) X 18 cm (comprimento) x 7 cm (largura)<br />- Peso Embalado: 600 gramas (aproximadamente);15 x 18 x 7;600;18/12/2020;0;https://www.revendadecalcados.com.br/produto-6830.html;https://www.revendadecalcados.com.br/fma600/86eaf84c2eeeee6f7ffaae478855dafd.jpg,https://www.revendadecalcados.com.br/fma600/bbbb12036ce2a01ce56f31e14ca07f58.jpg,https://www.revendadecalcados.com.br/fma600/5e00ac6f742179d8c7dcffcd6ef175cf.jpg
96061B;Bolsa Feminina;Bolsas;�nico,1;79.90;87.89;0;Sem Marca;- Material Napa Caramelo<br />- Al�a de m�o e de ombro (remov�vel)<br />- Bolso externos internos com z�per<br />- Feixe em Metal na cor Dourado<br />- Dimens�es: 18 cm (altura) X 23 cm (comprimento) x 11 cm (largura)<br />- Peso Embalado: 500 gramas (apr;18 x 23 x 11;500;03/03/2020;0;https://www.revendadecalcados.com.br/produto-6278.html;https://www.revendadecalcados.com.br/fma600/344134723456ba0fa308b239c7460af6.jpg,https://www.revendadecalcados.com.br/fma600/34e7fc71a09f4d0cb4b1713dc8f6571c.jpg,https://www.revendadecalcados.com.br/fma600/8925c198704c3fa056694f96d49c11a3.jpg,https://www.revendadecalcados.com.br/fma600/4539d678dbf3906d8622fb4082f5b32d.jpg,https://www.revendadecalcados.com.br/fma600/055f99d27c2c32d7b1473b14533ed038.jpg
89012K;Bolsa Feminina;Bolsas;�nico,2;76.90;84.59;0;Sem Marca;- Material Napa Rose<br />- Al�a de m�o e transversal (remov�vel)<br />- Bolso interno com z�per<br />- Z�per em Metal na cor Dourado<br />- Dimens�es: 17 cm (altura) X 24 cm (comprimento) x 10 cm (largura)<br />- Peso Embalado: 600 gramas (aproximadament;17 x 24 x 10;600;11/11/2021;0;https://www.revendadecalcados.com.br/produto-7295.html;https://www.revendadecalcados.com.br/fma600/129bf90c5d08d0ca0ee7d582530cbb18.jpg,https://www.revendadecalcados.com.br/fma600/d1ddb955217a38a56ca33939b0899069.jpg,https://www.revendadecalcados.com.br/fma600/4d03620faae23b3c293ce22a0e722efe.jpg
89012C;Bolsa Feminina;Bolsas;�nico,2;76.90;84.59;0;Sem Marca;- Material Napa Caramelo<br />- Al�a de m�o e transversal (remov�vel)<br />- Bolso interno com z�per<br />- Z�per em Metal na cor Dourado<br />- Dimens�es: 17 cm (altura) X 24 cm (comprimento) x 10 cm (largura)<br />- Peso Embalado: 600 gramas (aproximada;17 x 24 x 10;600;11/11/2021;0;https://www.revendadecalcados.com.br/produto-7294.html;https://www.revendadecalcados.com.br/fma600/81cb12c21ac3ed8beee434a940dcf2d1.jpg,https://www.revendadecalcados.com.br/fma600/1ac9e1429d85ebbe6a01e8905f32a390.jpg,https://www.revendadecalcados.com.br/fma600/33e0a14d53e53e70cfb7cb8e0a369646.jpg
89019C;Bolsa Feminina;Bolsas;�nico,1;76.90;84.59;0;Sem Marca;- Material Napa Caramelo<br />- Al�a transversal em corrente na cor Grafite<br />- Bolso interno com z�per e Divis�es<br />- Z�per em Metal na cor Grafite<br />- Dimens�es: 15 cm (altura) X 18 cm (comprimento) x 8 cm (largura)<br />- Peso Embalado: 800 gr;15 x 18 x 8;800;30/07/2020;0;https://www.revendadecalcados.com.br/produto-6384.html;https://www.revendadecalcados.com.br/fma600/3f7265e439dd0b26abfa5dde77c61eb8.jpg,https://www.revendadecalcados.com.br/fma600/4ed21e3fd91a034caa20ebaace8cd70a.jpg,https://www.revendadecalcados.com.br/fma600/cd4511894895af964bd6d2904770afdc.jpg,https://www.revendadecalcados.com.br/fma600/8f3815a959d0a25097422f3ae7aa3998.jpg,https://www.revendadecalcados.com.br/fma600/cbe8dfe8972148f749600214ed7f1723.jpg
65099B;Sapato Scarpin;Sapato Scarpin;34,0|35,0|36,4|37,0|38,0|39,0;74.90;82.39;0;Torricella;Material: Napa Vermelho / Tecido Pelo On�a / Verniz Preto / Napa Croco Ouro Light<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Preto e Taloneira Napa Bege<br />Salto: 9 cm de Altura Revestido em Verniz Preto<br />Solado de TR na cor Preto.;28 x 20 x 9.5;600;30/06/2021;0;https://www.revendadecalcados.com.br/produto-7111.html;https://www.revendadecalcados.com.br/fma600/38ea207098be02058270babe38c17672.jpg,https://www.revendadecalcados.com.br/fma600/c6ebe3a230903c24ad6fbf3c47c30632.jpg,https://www.revendadecalcados.com.br/fma600/252f7de2b751f7e8c6fe5a5a922c80e5.jpg,https://www.revendadecalcados.com.br/fma600/1ccc006a21e3b39be0647d80ef1657ce.jpg,https://www.revendadecalcados.com.br/fma600/06dd442e2fc3b8b34808940b7d468ad8.jpg
65066C;Sapato Scarpin;Sapato Scarpin;34,0|35,0|36,0|37,0|38,1|39,0;74.90;82.39;1;Torricella;Material: Verniz Azul e Vinil<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Azul e Taloneira Napa Bege<br />Enfeite: Apliques na cor Azul<br />Salto: 9 cm de Altura Revestido em Verniz Azul<br />Solado de TR na cor Bege.;28 x 20 x 9.5;600;30/06/2021;0;https://www.revendadecalcados.com.br/produto-7108.html;https://www.revendadecalcados.com.br/fma600/3748012fdd4f1b1d60da9a11b8862901.jpg,https://www.revendadecalcados.com.br/fma600/c47ab7d20ead43dc0e54f66c1a059d89.jpg,https://www.revendadecalcados.com.br/fma600/ff00d2c207605a95a81d1023948c3eea.jpg,https://www.revendadecalcados.com.br/fma600/7f99e2d77e7aefe97ca7c504eb4806e4.jpg,https://www.revendadecalcados.com.br/fma600/a14d230e153eb4d2706dc104adaf235f.jpg,https://www.revendadecalcados.com.br/fma600/b15751a19e2aa56dd4dd94490d3e8ce9.jpg
82022C;Bolsa Feminina;Bolsas;�nico,7;69.90;76.89;0;Sem Marca;- Material Napa Caramelo<br />- Al�a transversal (remov�vel)<br />- Bolso interno com z�per<br />- Z�per Metal na cor Dourado<br />- Dimens�es: 13 cm (altura) X 18 cm (comprimento) x 4 cm (largura)<br />- Peso Embalado: 300 gramas (aproximadamente)<br /><;13 x 18 x 4;300;11/11/2021;0;https://www.revendadecalcados.com.br/produto-7308.html;https://www.revendadecalcados.com.br/fma600/12e9e14286dd0055eeedebb4fa7602e5.jpg,https://www.revendadecalcados.com.br/fma600/9eb5e7be4e567eaa397bf226a6388f48.jpg,https://www.revendadecalcados.com.br/fma600/9b9afe34f95770917a8fd08de57d56b9.jpg
82022K;Bolsa Feminina;Bolsas;�nico,4;69.90;76.89;0;Sem Marca;- Material Napa Bege Escuro<br />- Al�a transversal (remov�vel)<br />- Bolso interno com z�per<br />- Z�per Metal na cor Dourado<br />- Dimens�es: 13 cm (altura) X 18 cm (comprimento) x 4 cm (largura)<br />- Peso Embalado: 300 gramas (aproximadamente)<br ;13 x 18 x 4;300;11/11/2021;0;https://www.revendadecalcados.com.br/produto-7306.html;https://www.revendadecalcados.com.br/fma600/f9e9ec19a34deb69464d212666e3a840.jpg,https://www.revendadecalcados.com.br/fma600/3e4736d07f4c9a70ae4ca3dc4d5f7960.jpg,https://www.revendadecalcados.com.br/fma600/b8c55ec7ede0307ba72c3230b6ac9f40.jpg
82022P;Bolsa Feminina;Bolsas;�nico,2;69.90;76.89;0;Sem Marca;- Material Napa Preto<br />- Al�a transversal (remov�vel)<br />- Bolso interno com z�per<br />- Z�per Metal na cor Dourado<br />- Dimens�es: 13 cm (altura) X 18 cm (comprimento) x 4 cm (largura)<br />- Peso Embalado: 300 gramas (aproximadamente)<br /><br ;13 x 18 x 4;300;11/11/2021;0;https://www.revendadecalcados.com.br/produto-7305.html;https://www.revendadecalcados.com.br/fma600/93b75a4ba49ce93a81a311b1286e4bea.jpg,https://www.revendadecalcados.com.br/fma600/7cf9ef56624f98aa7f1917401e09eb78.jpg,https://www.revendadecalcados.com.br/fma600/341ab083b70318991430fe0c64ed4892.jpg
895A;T�nis Feminino;T�nis;34,3|35,0|36,0|37,0|38,0|39,0;69.90;76.89;1;Torricella;Material: Tecido Preto<br />Palmilha: 4 mm de Espessura na cor Preto<br />Solado: PVC Flex�vel, antiderrapante, na cor branco.<br />Dimens�es da Caixa: 28,5 x 23,5 x 9,5 cm<br />Peso do Produto na Caixa: 800 gramas (aproximadamente);28.5 x 23.5 x 9.5;800;07/04/2021;0;https://www.revendadecalcados.com.br/produto-7008.html;https://www.revendadecalcados.com.br/fma600/92b8fc53c452ace71fe3c93cd21393ca.jpg,https://www.revendadecalcados.com.br/fma600/3c6678d30d6987fab575e89e0002d607.jpg,https://www.revendadecalcados.com.br/fma600/e980c092c72fecb9246a7729c2686f90.jpg,https://www.revendadecalcados.com.br/fma600/9c8a4914192acc938966e6e3013bea87.jpg,https://www.revendadecalcados.com.br/fma600/4734360a8c1b80fa36b6bd20c4616606.jpg
15012A;Sand�lia Feminina;Sand�lias;34,1|35,0|36,0|37,0|38,0|39,0;69.90;76.89;1;Torricella;Material: Napa Croco Dourado<br />Enfeite: Fivela de ajuste na cor Dourado e Pedras na cor Cristal<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Croco Dourado e Taloneira Napa Bege<br />Salto: 8,5 cm de Altura e Revestido em Napa Croco Dourado<br />Solado em Micro na Cor Bege.;28 x 20 x 9.5;600;11/01/2021;0;https://www.revendadecalcados.com.br/produto-6903.html;https://www.revendadecalcados.com.br/fma600/bfe464a16e22e73e9090c9699de3427b.jpg,https://www.revendadecalcados.com.br/fma600/310caf5e7c9be1bf4827d70707497fb4.jpg,https://www.revendadecalcados.com.br/fma600/efe50a8016015c430f0f6c0aca34f1ec.jpg,https://www.revendadecalcados.com.br/fma600/49aa6ff01421ec048af31d94f1d6eb64.jpg,https://www.revendadecalcados.com.br/fma600/bd1231ec662a4e67bf7e8b9c8f33e0c1.jpg,https://www.revendadecalcados.com.br/fma600/cee711b3866c10f7cf7caf8997924ab6.jpg
FST026D;Sand�lia Tamanco Feminino;Sand�lias;34,0|35,0|36,0|37,0|38,2|39,0;59.90;65.89;0;Torricella;Material: Napa Lil�s<br />Enfeite: Apliques em Pir�mides Lil�s<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Lil�s e Taloneira Napa Bege<br />Salto: 6 cm de Altura e Revestido em Napa Lil�s<br />Solado de PVC com antiderrapante na cor Bege.;28 x 20 x 9.5;600;25/10/2021;0;https://www.revendadecalcados.com.br/produto-7214.html;https://www.revendadecalcados.com.br/fma600/3745fcce21e9bfbc61f726dc5ec8fa3f.jpg,https://www.revendadecalcados.com.br/fma600/271b04f2ec971a91f9911cfc036a0012.jpg,https://www.revendadecalcados.com.br/fma600/55e94203eb25da030afb1c8a65db775a.jpg,https://www.revendadecalcados.com.br/fma600/c8175ab0143ac43c06cbceea6d403c13.jpg,https://www.revendadecalcados.com.br/fma600/40ae90dcf2d305da816632c6bbf0c653.jpg
65059A;Sapato Scarpin Chanel;Sapato Scarpin;34,0|35,0|36,0|37,0|38,0|39,2;59.90;65.89;1;Torricella;Material: Verniz Rose e Verniz Branco<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Off White e Taloneira Napa Bege<br />Enfeite: Apliques na cor Dourado e fivela de Ajuste na cor Dourado.<br />Salto: 9 cm de Altura Revestido em Verniz Rose<br />Solado de TR na cor Bege.;28 x 20 x 9.5;600;26/04/2021;0;https://www.revendadecalcados.com.br/produto-7030.html;https://www.revendadecalcados.com.br/fma600/e4697dfb9f67e139d27ec226e469ae11.jpg,https://www.revendadecalcados.com.br/fma600/466dca96fe743db82a2ff752112dcf7a.jpg,https://www.revendadecalcados.com.br/fma600/0581ad2526a3a6835c0195d31abffd4e.jpg,https://www.revendadecalcados.com.br/fma600/d8c3a52a97948da727b9b8cfb4289710.jpg,https://www.revendadecalcados.com.br/fma600/18bfdbe088bc76865d1102e75ab4ba42.jpg
E-301.08A;Sand�lia Feminina;Sand�lias;34,0|35,0|36,0|37,0|38,0|39,2;59.90;65.89;1;Torricella;Material: Napa Croco Dourado e Napa Roxo<br />Enfeite: Fivela de ajuste na cor Dourado<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Tecido Listrado Preto e Branco e Taloneira Napa Bege<br />Salto: 10 cm de Altura e Revestido em Napa Roxo<br />Solado em Micro na Cor Preto.;28 x 20 x 9.5;600;11/01/2021;0;https://www.revendadecalcados.com.br/produto-6906.html;https://www.revendadecalcados.com.br/fma600/1cef043053d92a09e1498fbe450afe50.jpg,https://www.revendadecalcados.com.br/fma600/a28c72dea146ad44faadd3cd225c928c.jpg,https://www.revendadecalcados.com.br/fma600/cbcadfd6310a9b2f59a1eef840dd1bf6.jpg,https://www.revendadecalcados.com.br/fma600/bf854c3b6f0ff95401f801c7f685ff22.jpg,https://www.revendadecalcados.com.br/fma600/0da0d6e6c11ff6d87200e00605b52f54.jpg
E-2042A;Sand�lia Feminina;Sand�lias;34,0|35,0|36,0|37,0|38,0|39,2;59.90;65.89;1;Torricella;Material: Napa Bege<br />Enfeite: Fivela de ajuste na cor Niquel<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Bege e Taloneira Napa Bege<br />Salto: 10 cm de Altura e Revestido em Napa Bege<br />Solado em Micro na Cor Bege.;28 x 20 x 9.5;600;11/01/2021;0;https://www.revendadecalcados.com.br/produto-6904.html;https://www.revendadecalcados.com.br/fma600/9eb3df1cb59f88ae06a64cd9808bcfb3.jpg,https://www.revendadecalcados.com.br/fma600/8a94817b4003f559cf26d9f0e161eff9.jpg,https://www.revendadecalcados.com.br/fma600/d3747ccf443616c23dac6a8a0e78de2d.jpg,https://www.revendadecalcados.com.br/fma600/182031b816134f8ddc607462a3d241a2.jpg,https://www.revendadecalcados.com.br/fma600/63ee9185758169606360a85cbfca974c.jpg,https://www.revendadecalcados.com.br/fma600/b053a627c8f5c8aa215a5de9d1d614e0.jpg
A-55005A;Sand�lia Rasteira;Rasteiras;34,0|35,0|36,0|37,0|38,1|39,0;59.90;65.89;1;Torricella;Material: Napa Met�lico Pink, Azul e Dourado<br />Enfeite: Fivela de ajuste na cor Dourado e apliques na cor dourado.<br />Palmilha: 4 mm de Espessura em Napa Met�lico Roxo e taloneira em Napa Bege<br />Salto: 8 mm de Altura com antiderrapante<br />Forro: Napa na cor bege<br />Solado: PVC Flex na cor bege.;30 x 16 x 9.5;400;11/01/2021;0;https://www.revendadecalcados.com.br/produto-6886.html;https://www.revendadecalcados.com.br/fma600/2e0d8afefed56df031c524a3de4406c5.jpg,https://www.revendadecalcados.com.br/fma600/051810391b8c80be5a7b6705a76c77b0.jpg,https://www.revendadecalcados.com.br/fma600/ff65a07ed7302ec7e47226d0e14f5072.jpg,https://www.revendadecalcados.com.br/fma600/8077ccb32e77492a5b8e2d1d0ca51c9b.jpg,https://www.revendadecalcados.com.br/fma600/553a64f3f0dbf94126d09f09538781b6.jpg,https://www.revendadecalcados.com.br/fma600/879f31c284b9f18dcc10221214d745eb.jpg
069D;T�nis Feminino;T�nis;34,0|35,0|36,0|37,0|38,1|39,0;59.90;65.89;1;Torricella;Material: Jeans Azul<br />Enfeite: Cadar�o Branco, passante na cor N�quel e costura na cor Azul<br />Palmilha: 4 mm de Espessura na cor Bege<br />Forro: Cacharrel na cor Bege<br />Salto / Solado: 2,5 cm de Altura, PVC Flex�vel (refor�ado com costura), antiderrapante e na cor branco.;28.5 x 23.5 x 9.5;800;01/12/2020;0;https://www.revendadecalcados.com.br/produto-6781.html;https://www.revendadecalcados.com.br/fma600/2a2d8ba491345a5ed4d0ec3411ec9993.jpg,https://www.revendadecalcados.com.br/fma600/7d3539fa687382dd61d6a84f5d1a4dd9.jpg,https://www.revendadecalcados.com.br/fma600/1ed54319a78b48f9b8e57b088c429afb.jpg,https://www.revendadecalcados.com.br/fma600/6de21fee3beabf621d82b5412e0b65a3.jpg,https://www.revendadecalcados.com.br/fma600/605fec1db6e0b1c5df2eead2fdaa9186.jpg,https://www.revendadecalcados.com.br/fma600/0f286128e92819d1428ed36d464418d9.jpg
